"ERI","CODE","CLAS","KIND","CNAME","SPEC","CCCCODE","BARCODE","SUPP","PREDAY","USERFLD1","USERFLD2","PRICE1","PRICE2","PRICE3","PRICE4","PRICE5","MADETYPE","CALCUTYPE","LOCALITY","IMPTRATE","GOODRATE","MARGIN","UNIT","INUNIT","INQTY","OUTUNIT","OUTQTY","LEN","WIDE","HIGHT","PUNIT","PACKUNIT","WETUNIT","NW","INNW","PACKNW","GW","INGW","PACKGW","CFT","INCFT","PACKCFT","CTNQTY","CTNINQTY","PACKQTY","FTQTY20","FTINQTY20","FTPQTY20","FTQTY40","FTINQTY40","FTPQTY40","FTQTY40H","FTINQTY40H","FTPQTY40H","FTQTY45","FTINQTY45","FTPQTY45","PACKDESC","PRODDESC","DESCRIP","ENAME","ESPEC","EPDESC","PICTURE","FCOST","CCOST","TDATE","SAFEQTY","MAXQTY","FQTY","CQTY","FBROWQTY","CBROWQTY","FLENDQTY","CLENDQTY","FPHSQTY","CPHSQTY","FORDQTY","CORDQTY","FSASMQTY","CSASMQTY","FSASKQTY","CSASKQTY","FAGTQTY","CAGTQTY","COSTSUBJ","SALESUBJ","STOCKSUBJ","RAWPSUBJ","HFINPSUBJ","FINPSUBJ","INSDATE","FLAG","GPFLAG","TTIME","UPDNFLAG","GUNSALEFLAG","PRHSSUBJ","FMASMQTY","CMASMQTY","FMASKQTY","CMASKQTY","EXPCOST","CURR","MINQTY","PRSFLAG","LPHSDATE","LSALDATE","LINDATE","LOUTDATE","LUPDDATE","LENDSUBJ","BROWSUBJ","EPDESC1","NTAXFLAG","MFLAG","NSDATE","PICTURES","PICTURED","PICTUREB","SCLAS","SCLASNAME","MCLAS","MCLASNAME","BCLAS","BCLASNAME","GPCQTY","APCODE","LASTUPD"
"00K0010IEX83U0AQ","OCQ001","18","","聖經索引目錄標籤-彩色(華宣)","60(9折)","","4719552093809","020","0","","","60","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","40.00061","40","2014/02/27","0","0","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2013/05/22","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","140227145608"
"00K0010IEX85L0AY","OCQ003","18","","聖經索引目錄標籤-銀色(華宣)","60(9折)","","4719552093823","020","0","","","60","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","39.971","39.99974","2014/02/27","0","0","14","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/02/27","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","140227145702"
"00K0010IFA4MS2DK","12039-1","19","","創作詩歌集(4)","50","","4712120390508","0077","0","","","50","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","40","40","2015/08/25","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7105.","","","","","","2008/01/06","0","0","","0","0","5913.","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","150825175353"
"00K0010IFC6AT5XG","9789861983653","06","","迷上麻煩的耶穌(校園)","320","","9789861983653","005","0","","","320","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","213.33333","213.33333","2014/03/11","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/11","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/03/11","2014/08/23","2014/03/11","2014/08/23","2014/08/23","",""," ","0","0","","","","","","","","","","","0","","140311141642"
"00K0010IFC6C95XO","9789861983622","06","","以西結書-神榮耀的守望者(校園)","550","","9789861983622","005","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","366.66667","366.66667","2014/03/11","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/11","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/03/11","2014/12/29","2014/03/11","2014/12/29","2014/12/29","",""," ","0","0","","","","","","","","","","","0","","140311141751"
"00K0010IFD8O3DK3","9789622941045","06","","新約導論(文藝)","320","","9789622941045","130","0","","","320","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","226","226","2014/12/24","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/12","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/03/12","2014/05/01","2014/03/12","2014/05/01","2014/05/01","",""," ","0","0","","","","","","","","","","","0","","141224150846"
"00K0010IFD9ANDOV","9781939251077","06","","聖經神學與解經講道(麥種)","440","","9781939251077","002","0","","","440","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","272","293.25","2014/03/12","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/12","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/03/12","2014/05/18","2014/03/12","2014/05/18","2014/05/18","",""," ","0","0","","","","","","","","","","","0","","140312152254"
"00K0010IFD9E8DPK","9781939251060","06","","聖經神學導論(麥種)","280","","9781939251060","002","0","","","280","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","173","186.6","2016/03/01","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/12","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","160301171316"
"00K0010IFM5P58W4","FTZ2501","18","","25元經文貼紙(四季)","25","","FTZ2501","006","0","","","25","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","14.25","14.25","2014/03/21","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/02/09","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/06/12","","2014/06/12","","","",""," ","0","0","","","","","","","","","","","0","","140321141149"
"00K0010IFM72O8WI","FM3002","18","","經文MEMO(四季)","30","","4713027124401","006","0","","","30","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","18.56677","18.56667","2016/03/09","0","0","18","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/21","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","160309110733"
"00K0010IFM7OE8X1","FGS003","18","","壓克力鎖圈","45","","4713027172594","006","0","","","45","0","0","0","0","0","1","","0","0","0","份","份","1","份","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","27.88889","27.86831","2016/03/09","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/03/21","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/03/21","2014/05/23","2014/03/21","2014/05/23","2014/05/23","",""," ","0","0","","","","","","","","","","","0","","160309120302"
"00K0010IFM7TQ8XC","FG028","18","","經文小手冊鎖圈","38","","FGP006","006","0","","","38","0","0","0","0","0","1","","0","0","0","件","件","1","件","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","15.05555","16.70833","2014/01/17","0","0","9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2013/08/07","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","2014/01/05","","2014/01/05","","",""," ","0","0","","","","","","","","","","","0","",""
"00K0010IFXCTQ17K","S011I","04","","教會用信封袋(大)","2.3/工本費","","S011I","","0","","","2.3","0","0","0","0","0","0","","0","0","0","封","封","1","封","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","2","2","2014/04/01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","0","0","","0","0","5913.","0","0","0","0","0","NTD","1","0","2014/04/01","2014/04/02","2014/04/01","2014/04/02","2014/04/02","",""," ","0","0","","","","","","","","","","","0","","140401163839"
"00K0010IG75LMFB3","9789575567569","06","","公義與慈愛彼此相親(華宣)","380","","9789575567569","020","0","","","380","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","271.33333","271.33333","2014/04/11","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/11","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/08/05","2014/09/17","2014/08/05","2014/09/17","2014/09/17","",""," ","0","0","","","","","","","","","","","0","","140411140425"
"00K0010IG768KFDH","BC101","01","","趣智兒童聖經(第一輯)","800(不打折)","","BC101","020","0","華宣","","800","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","647.5","647.5","2014/04/24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/11","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/11","2014/08/02","2014/04/11","2014/08/02","2014/08/02","",""," ","0","0","","","","","","","","","","","0","","140424104440"
"00K0010IG76DJFDY","BC109","01","","趣智兒童聖經(第二輯)","800(不打折)","","9789881789310","020","0","華宣","","800","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","647.5","647.5","2014/04/24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/11","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/11","2014/08/30","2014/04/11","2014/08/30","2014/08/30","",""," ","0","0","","","","","","","","","","","0","","140424104557"
"00K0010IG7873FKR","14030","20","","聖經要道DVD(陳恆道主講)","800(特價)","","4714140308006","0076","0","","","800","0","0","0","0","0","0","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","640","640","2015/01/15","0","0","46","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5912.","7104.","","","","","2014/04/11","0","0","","0","0","5912.","0","0","0","0","0","NTD","1","0","2014/08/01","","2014/08/01","","","",""," ","0","0","","","","","","","","","","","0","","150115170419"
"00K0010IGC7YU41F","9780941598187","06","","摩根解經叢卷-約翰福音","480","","9780941598187","018","0","","","480","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","320","320","2014/04/16","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/16","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/16","2014/04/23","2014/04/16","2014/04/23","2014/04/23","",""," ","0","0","","","","","","","","","","","0","","140416145418"
"00K0010IGC85U42B","9789624574654","06","","壞鬼釋經:舊約敘事篇(基道)","450","","9789624574654","018","0","","","450","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","300","300","2014/04/16","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/08/01","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/16","","2014/04/16","","2014/04/16","",""," ","0","0","","","","","","","","","","","0","","140416145733"
"00K0010IGC8AA42P","9789881267207","06","","古道恩情-舊約敘事文選讀","460","","9789881267207","018","0","","","460","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","306.66667","306.66667","2014/04/16","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/16","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/16","","2014/04/16","","2014/04/16","",""," ","0","0","","","","","","","","","","","0","","140416150130"
"00K0010IGC98344H","D002","18","","硬筆書法字帖(聖經金句1)","120(八折)","","9789869195836","132","0","","","120","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","68.81288","68.5824","2016/01/22","0","0","26","48","0","50","5","5","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/01/29","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","",""," ","0","0","","","","","","","","","","","0","","160122111320"
"00K0010IGC9B744Y","P4","18","","斑馬牌自動鉛筆","30(八折)","","P4","085","0","","","24","0","0","0","0","0","1","","0","0","0","支","支","1","支","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","18","18","2014/06/11","0","0","43","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2013/10/11","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2013/10/11","","2014/03/31","","","","","","0","0","","","","","","","","","","","0","","140611152646"
"00K0010IGJ7ZMBO4","C224","07","","杏樹枝1(創.出)","250","","9789867893673","001","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","97","97","2014/04/23","0","0","661","418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/23","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/23","","2014/04/23","","","",""," ","0","0","","","","","","","","","","","0","","140423145516"
"00K0010IGL5BFDIR","AMISBB","01","","阿美語硬皮聖經","800","","AMISBB","017","0","","","800","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","609.55556","609.55556","2014/04/25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/25","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/07/06","2014/07/18","2014/07/06","2014/07/18","2014/07/18","",""," ","0","0","","","","","","","","","","","0","","140425135613"
"00K0010IGL5DPDJ2","8661","01","","西班牙文硬皮附次經","1100(不打折)","","9788481697773","","0","","","1100","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","943","943","2014/04/25","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/25","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/25","","2014/04/25","","2014/04/25","",""," ","0","0","","","","","","","","","","","0","","140425135732"
"00K0010IGOBKDEFH","12060","19","","靈言禱告簡介","工本費2元","","12060","0077","0","","","2","0","0","0","0","0","0","","0","0","0","張","張","1","張","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","1.6","1.6","2014/04/28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7105.","","","","","2014/04/28","1","0","","0","1","5913.","0","0","0","0","0","NTD","1","0","2014/04/28","2014/04/28","2014/04/28","2014/04/28","2014/04/28","",""," ","0","0","","","","","","","","","","","0","","140428161419"
"00K0010IGQ8F5FWC","CFT2436","02","","彼得前書(漢語.國際釋經)","550(85折)","","9789625134369","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","341","341","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430151104"
"00K0010IGQ90YG2G","CFT2612","02","","帖前後書(漢語.國際釋經)","550(85折)","","9789625136127","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","367","367","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/09/18","2014/08/18","2014/09/18","2014/08/18","2014/09/18","",""," ","0","0","","","","","","","","","","","0","","140430151803"
"00K0010IGQ92RG2U","CFT2772","02","","約翰福音<上>(漢語.國際釋經)","550(85折)","","9789625137728","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","342","354.5","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430151712"
"00K0010IGQ94QG38","CFT2437","02","","但以理書(漢語.國際釋經)","550(85折)","","9789625134376","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","342","342","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430151749"
"00K0010IGQ968G3S","CFT2714","02","","雅各書(漢語.國際釋經)","550(85折)","","9789625137148","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","342","342","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430151857"
"00K0010IGQ9EKG40","CFT2519","02","","啟示錄(漢語.國際釋經)","640(85折)","","9789625135199","011","0","","","640","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","396","427","2014/04/30","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","2014/12/29","2014/04/30","2014/12/29","2014/12/29","",""," ","0","0","","","","","","","","","","","0","","140430152415"
"00K0010IGQ9GHG4E","CFT2399","02","","加拉太書(漢語.國際釋經)","640(85折)","","9789625133997","011","0","","","640","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","396","396","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430152443"
"00K0010IGQ9ILG4T","CFT2370","02","","提前後書.提多書(漢語.國際釋經)","640(85折)","","9789625133706","011","0","","","640","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","396","396.15385","2014/04/30","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430152610"
"00K0010IGQ9KUG51","CFT2939","02","","腓立比書(漢語.國際釋經)","490(85折)","","9789625139395","011","0","","","490","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","303","303","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430152747"
"00K0010IGQ9MFG5A","CFT2937","02","","使徒行傳<上>(漢語.國際釋經)","490(85折)","","9789625139371","011","0","","","490","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","327","327","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/07/25","2014/06/27","2014/07/25","2014/06/27","2014/07/25","",""," ","0","0","","","","","","","","","","","0","","140430152820"
"00K0010IGQ9NEG5I","CFT2938","02","","使徒行傳<下>(漢語.國際釋經)","490(85折)","","9789625139388","011","0","","","490","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","327","327","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/07/25","2014/06/27","2014/07/25","2014/06/27","2014/07/25","",""," ","0","0","","","","","","","","","","","0","","140430152847"
"00K0010IGQ9PCG6E","CFT2533","02","","希伯來書(漢語.國際釋經)","600(85折)","","9789625135335","011","0","","","600","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","400","400","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2008/09/15","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/09/18","2014/08/18","2014/09/18","2014/08/18","2014/09/18","",""," ","0","0","","","","","","","","","","","0","","140430153340"
"00K0010IGQ9RMG6M","CFT2457","02","","路加福音(漢語.國際釋經)","680(85折)","","9789625134574","011","0","","","600","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","453","453","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/09/18","2014/08/21","2014/09/18","2014/08/21","2014/09/18","",""," ","0","0","","","","","","","","","","","0","","140430153132"
"00K0010IGQA0FG7L","CFT2773","02","","約翰福音<下>(漢語.國際釋經)","550(85折)","","9789625137735","011","0","","","550","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","341","354","2014/04/30","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2014/04/30","","2014/04/30","","2014/04/30","",""," ","0","0","","","","","","","","","","","0","","140430153633"
"00K0010IGS56FHB3","9789865801113","06","","古代以色列的敬拜(華宣)","220","","9789865801113","020","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","157","157","2014/05/14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/04/30","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/04/30","2014/12/29","2014/04/30","2014/12/29","2014/12/29","",""," ","0","0","","","","","","","","","","","0","","140514135113"
"00K0010IGZ87GGDE","9789577273420","06","","善惡的省思(宇宙光)","240","","9789577273420","018","0","","","240","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","160","160","2014/05/08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/05/08","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/05/08","2014/12/03","2014/05/08","2014/12/03","2014/12/03","",""," ","0","0","","","","","","","","","","","0","","140508145810"
"00K0010IGZ8EVGEX","9789623992268","06","","寶寶愛聖經(校園)","330","","9789623992268","005","0","","","330","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","220","220","2014/05/08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2014/05/08","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/05/08","2014/06/14","2014/05/08","2014/06/14","2014/06/14","",""," ","0","0","","","","","","","","","","","0","","140508150239"
