"ERI","CODE","CLAS","KIND","CNAME","SPEC","CCCCODE","BARCODE","SUPP","PREDAY","USERFLD1","USERFLD2","PRICE1","PRICE2","PRICE3","PRICE4","PRICE5","MADETYPE","CALCUTYPE","LOCALITY","IMPTRATE","GOODRATE","MARGIN","UNIT","INUNIT","INQTY","OUTUNIT","OUTQTY","LEN","WIDE","HIGHT","PUNIT","PACKUNIT","WETUNIT","NW","INNW","PACKNW","GW","INGW","PACKGW","CFT","INCFT","PACKCFT","CTNQTY","CTNINQTY","PACKQTY","FTQTY20","FTINQTY20","FTPQTY20","FTQTY40","FTINQTY40","FTPQTY40","FTQTY40H","FTINQTY40H","FTPQTY40H","FTQTY45","FTINQTY45","FTPQTY45","PACKDESC","PRODDESC","DESCRIP","ENAME","ESPEC","EPDESC","PICTURE","FCOST","CCOST","TDATE","SAFEQTY","MAXQTY","FQTY","CQTY","FBROWQTY","CBROWQTY","FLENDQTY","CLENDQTY","FPHSQTY","CPHSQTY","FORDQTY","CORDQTY","FSASMQTY","CSASMQTY","FSASKQTY","CSASKQTY","FAGTQTY","CAGTQTY","COSTSUBJ","SALESUBJ","STOCKSUBJ","RAWPSUBJ","HFINPSUBJ","FINPSUBJ","INSDATE","FLAG","GPFLAG","TTIME","UPDNFLAG","GUNSALEFLAG","PRHSSUBJ","FMASMQTY","CMASMQTY","FMASKQTY","CMASKQTY","EXPCOST","CURR","MINQTY","PRSFLAG","LPHSDATE","LSALDATE","LINDATE","LOUTDATE","LUPDDATE","LENDSUBJ","BROWSUBJ","EPDESC1","NTAXFLAG","MFLAG","NSDATE","PICTURES","PICTURED","PICTUREB","SCLAS","SCLASNAME","MCLAS","MCLASNAME","BCLAS","BCLASNAME","GPCQTY","APCODE","LASTUPD"
"00K0000E6MP655E9","B308A","01","","西班牙文聖經(SENTA BIBLIA)","400","","B308A","017","0","","","400","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","280","280","2008/01/29","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","1","0","","0","0","","0","0","0","0","0","NTD","0","0","","2014/03/17","","2014/03/17","2014/03/17","","","","0","0","","","","","","","","","","","0","","110303123405"
"00K0000E6MP655EB","B308B","01","","西班牙文聖經(SENTA BIBLIA)","350","","B308B","017","0","","","350","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","245","245","2008/01/29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","1","0","","0","0","","0","0","0","0","0","NTD","0","0","","2013/10/11","","2013/10/11","2013/10/11","","","","0","0","","","","","","","","","","","0","","110303123405"
"00K00102MSTOSEZJ","S047D","18","","木 匾(特殊訂製品)","另訂","","S047D","035","0","","","0","0","0","0","0","0","0","","0","0","0","塊","塊","1","塊","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","2009/03/03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2008/02/01","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/20","2009/03/03","2009/03/20","2009/03/03","2009/03/20","","","","0","0","","","","","","","","","","","0","","110303123453"
"00K00102MSUBRF1K","9789810821616","06","","轉以斯帖的故事(于中旻 著)","150","","9789810821616","007","0","","","150","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","100","100","2009/03/03","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/03","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/03/03","2012/04/05","2009/03/03","2012/04/05","2012/04/05","","","","0","0","","","","","","","","","","","0","","110303123414"
"00K00102N0SP60B9","14026","20","","宣道處DVD(VCD)","","","14026","","0","","","50","0","0","0","0","0","0","","0","0","0","片","片","1","片","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","40","40","2014/09/15","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7104.","","","","","2009/03/11","1","0","","0","1","5912.","0","0","0","0","0","NTD","1","0","2014/09/01","","2014/09/01","","","","","","0","0","","","","","","","","","","","0","","140915170354"
"00K00102N2TK91CI","9789570471946","06","","和諧的教會(華神)","380","","9789570471946","020","0","","","380","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","217.1","217.1","2009/03/13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/13","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/07/15","2009/12/22","2011/02/10","2009/12/22","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123453"
"00K00102N7U2D3CN","9789575457563","06","","盧騷懺悔錄 (盧騷 著)","300","","9789575457563","059","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","200","200","2009/03/18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/18","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/03/18","2013/06/24","2009/03/18","2013/06/24","2013/06/24","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102N8TQ53S5","B321C","01","","更新版研讀本聖經(標準本)","1880","","9781565821965","089","0","","","1880","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1222","1303.55556","2014/01/23","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/19","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2013/08/29","","2013/08/29","","","","","","0","0","","","","","","","","","","","0","","140123135222"
"00K00102N9TX74DX","9789867873514","06","","貞愛部落格","220","","9789867873514","058","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","154","146.67442","2009/03/20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/18","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/03/20","2010/03/19","2009/12/31","2010/03/19","2010/03/19","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102NCR5I5BR","9789575500788","06","","基督化家庭","200","","9789575500788","027","0","","","200","99","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","75.4","75.4","2011/02/23","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/23","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/03/24","2009/08/13","2009/03/24","2009/08/13","2009/08/13","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102NCRMU5C5","9789575502201","06","","如何與孩子溝通","140","","9789575502201","027","0","","","140","99","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","93.33316","93.33316","2009/03/23","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/23","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2012/04/13","2014/12/04","2012/04/13","2014/12/04","2014/12/04","","","","0","0","","","","","","","","","","","0","","110303123455"
"00K00102NDPRW5M5","12055","19","","文化與信仰(教牧處)","(50)","","4712120550506","0077","0","","","50","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","30.40767","30.40767","2014/07/10","0","0","784","776","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","7105.","","","","","2009/03/24","1","0","","0","1","5913.","0","0","0","0","0","NTD","1","0","2013/01/30","","2013/01/30","","","","","","0","0","","","","","","","","","","","0","","140710170517"
"00K00102NGTNP8ER","9789575503802","06","","關係佈道與跟進實用手冊","250","","9789575503802","027","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","152.3913","152.3913","2009/03/27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/27","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/30","2010/01/10","2009/03/30","2010/01/10","2010/01/10","","","","0","0","","","","","","","","","","","0","","110303123423"
"00K00102NGTY68EY","9789575503772","06","","屬靈起義-基督徒九項品格追尋","350","","9789575503772","027","0","","","350","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","213","213","2009/03/27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/27","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/27","2012/08/19","2014/03/31","2012/08/19","2014/03/31","","","","0","0","","","","","","","","","","","0","","110303123439"
"00K00102NGU3G8F5","9789868003866","06","","在神家中成長茁壯(1)","300","","9789868003866","027","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","228.50001","228.50001","2009/03/27","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/27","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/27","","2011/02/10","","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123450"
"00K00102NGU9A8FC","9789868003873","06","","在神家中深深扎根(2)","300","","9789868003873","027","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","228.50001","228.50001","2009/03/27","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/27","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/27","","2011/02/10","","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123453"
"00K00102NGUBE8FJ","9789868003880","06","","在神家中多結果子(3)","300","","9789868003880","027","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","228.50001","228.50001","2009/03/27","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/27","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/03/27","","2011/02/10","","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102NLSN7AA8","CD13","05","","薩克斯風演奏精選(金永日長老)","320/片","","8809009289018","008","0","","","250","0","0","0","0","0","1","","0","0","0","套","套","1","套","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","166.7","166.7","2014/01/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/03/31","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/05/23","2013/07/02","2009/11/23","2013/07/02","2013/07/02","","","","0","0","","","","","","","","","","","0","","140123172252"
"00K00102NLTKNABT","17003B","05","","撒母耳記CD8片(朱榮道長老)","(400)","","17003B","","0","","","400","0","0","0","0","0","0","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2014/01/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7102.","","","","","2008/09/03","1","0","","0","1","7302.","0","0","0","0","0","NTD","1","0","","2010/11/03","","2010/11/03","2010/11/03","","","","0","0","","","","","","","","","","","0","","140123170806"
"00K00102NLTM6AC1","17003A","05","","撒母耳記MP3(朱榮道長老)","(50)","","17003A","","0","","","50","0","0","0","0","0","0","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","0","0","2014/01/23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7102.","","","","","2008/09/03","1","0","","0","1","7302.","0","0","0","0","0","NTD","1","0","","2009/12/17","","2009/12/17","2009/12/17","","","","0","0","","","","","","","","","","","0","","140123170756"
"00K00102NUWDCF0J","9789629331566","06","","舊約聖經問題總解(上)","300","","9789629331566","038","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","200","200","2011/08/02","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/10","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2011/07/31","2012/11/22","2011/07/31","2012/11/22","2012/11/22","","","","0","0","","","","","","","","","","","0","","110802142222"
"00K00102NUWLEF0X","9789629331573","06","","舊約聖經問題總解(下)","300","","9789629331573","038","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","200","200","2011/08/02","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/10","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2011/07/31","2012/11/22","2011/07/31","2012/11/22","2012/11/22","","","","0","0","","","","","","","","","","","0","","110802142229"
"00K00102NUWMIF14","9789629332839","06","","舊約事蹟精覽","520","","9789629332839","058","0","","","520","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","346.5","346.5","2009/04/10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/10","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/04/10","2010/08/02","2009/04/10","2010/08/02","2010/08/02","","","","0","0","","","","","","","","","","","0","","110303123455"
"00K00102NXTB3FNX","9789868461932","06","","安寧病房殺手勿進(吳盈光 著)","300","","9789868461932","052","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","165","165","2011/12/21","0","0","16","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/13","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","","","","0","0","","","","","","","","","","","0","","111221101037"
"00K00102O1W7P0D1","9789868354906","06","","舊約聖經如何形成(上冊)","200","","9789868354906","020","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","133.5","133.5","2009/04/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/10/22","2009/11/02","2009/10/22","2009/11/02","2009/11/02","","","","0","0","","","","","","","","","","","0","","110303123447"
"00K00102O1WH40D8","9789868354913","06","","舊約聖經如何形成(下冊)","220","","9789868354913","020","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","147","147","2009/04/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/10/22","2009/11/02","2009/10/22","2009/11/02","2009/11/02","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O1WL90DF","9789570471083","06","","十字架討厭的地方-世紀末教會爭","340","","9789570471083","020","0","","","340","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","226.3","226.3","2009/04/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2010/03/18","2013/08/09","2011/02/10","2013/08/09","2013/08/09","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O1WRF0DM","9789575562397","06","","智慧人生-不要過一個沒有智慧的","395","","9789575562397","020","0","","","395","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","114.36111","114.36111","2009/04/17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/04/20","2010/08/15","2009/12/31","2010/08/15","2010/08/15","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O1WWQ0DT","9789868354920","06","","啟示錄研究 (周紀祥 著)","180","","9789868354920","020","0","","","180","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","76.16667","76.16667","2009/04/22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/04/20","2009/09/14","2009/04/20","2009/09/14","2009/09/14","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O1X540E1","9789579186162","06","","小驢-凱歌堂講臺 (周聯華)","250","","9789579186162","020","0","","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","76.2","76.2","2009/04/17","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/04/17","2009/12/17","2009/04/17","2009/12/17","2009/12/17","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O1X9J0E8","9789575501655","06","","單身事工-教育事工神學叢書","490","","9789575501655","020","0","","","490","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","114.16667","114.16667","2009/04/17","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/15","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/04/20","2013/10/15","2009/04/20","2013/10/15","2013/10/15","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102O4RZS102","CU57ARZTI","01","","輕便型紅字拉鍊索引聖經","1050","","9789570472967","017","0","","","1050","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","766.38376","800.005","2014/01/23","5","15","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/20","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2013/03/18","","2013/03/18","","","","","","0","0","","","","","","","","","","","0","","140123141214"
"00K00102O5VTQ1Q2","FG017","18","","背經小手冊鎖圈(四季)","35","","4713027030917","006","0","","","35","0","0","0","0","0","1","","0","0","0","個","個","1","個","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","21.5","21.5","2009/04/21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/20","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/04/21","2014/04/26","2014/03/31","2014/04/26","2014/04/26","","","","0","0","","","","","","","","","","","0","","110303123456"
"00K00102O5W0F1QM","FTZ4501","18","","四季45元貼紙","45","","4716960000450","006","0","","","45","0","0","0","0","0","1","","0","0","0","包","包","1","包","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","25.875","25.875","2014/01/27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/20","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2014/01/16","2014/11/07","2014/09/01","2014/11/07","2014/11/07","","","","0","0","","","","","","","","","","","0","","140127101657"
"00K00102OCVSK5OZ","9781932184013","06","","主耶穌與神的國度(麥種)","290","","9781932184013","002","0","","","290","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","193.33333","193.33333","2009/04/28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/28","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/04/28","2009/05/18","2011/02/10","2009/05/18","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123414"
"00K00102OCVWK5PE","9781932184037","06","","主耶穌與祂的朋友(麥種)","290","","9781932184037","002","0","","","290","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","193.6","193.6","2009/04/28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/28","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/04/28","2012/11/26","2009/12/31","2012/11/26","2012/11/26","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102OCVZM5PL","9781932184020","06","","當主耶穌面對世界(麥種)","220","","9781932184020","002","0","","","220","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","146.66667","146.5","2009/04/28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/28","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2009/04/28","2009/05/18","2011/02/10","2009/05/18","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123454"
"00K00102OGX0A7KR","R040A","06","","荒漠甘泉(精裝25K)(道聲)","180","","4711158890332","007","0","","","180","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","120","120","2009/05/01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/04/30","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2009/04/30","2010/12/07","2011/02/10","2010/12/07","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123402"
"00K00102OLWD69DM","E6","05","","媽媽的喜歡(新卓安)","(特價150) 定價250","","E6","101","0","","","150","0","0","0","0","0","1","","0","0","0","片","片","1","片","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","114.2857","114.2857","2009/05/06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/05/06","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","","","","0","0","","","","","","","","","","","0","","110303123417"
"00K00102OMOGY9QI","E013D","20","","舊約華語讀經CD(2)(15片/列-詩)","500(宣道處)","","4711013045006","0076","0","","","500","0","0","0","0","0","0","","0","0","0","盒","盒","1","盒","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","400","400","2015/01/15","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7104.","","","","","2009/05/07","1","0","","0","1","5912.","0","0","0","0","0","NTD","1","0","2014/05/21","2014/04/30","2014/05/21","2014/04/30","2014/05/21","","","","0","0","","","","","","","","","","","0","","150115170617"
"00K00102OUPIACLJ","T058","09","","心靈敬拜讚美集詩歌本(新卓安出","200","","T058","101","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","133.3333","133.3333","2009/05/15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/05/15","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","","","","0","0","","","","","","","","","","","0","","110303123421"
"00K00102OUQGNCMI","T058-1","09","","詩班鋼琴伴奏詩歌本-我的父神大","200","","T058-1","101","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","133.3333","133.3333","2009/05/15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/05/15","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","2010/09/27","2011/02/10","2010/09/27","2011/02/10","","","","0","0","","","","","","","","","","","0","","110303123441"
"00K00102OUQT6CMP","E7","05","","麻吉日光QQQ(4片CD5片DVD含歌本)","2250(套)","","E7","101","0","","","2250","0","0","0","0","0","1","","0","0","0","套","套","1","套","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","1500","1500","2009/05/15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2009/05/15","1","0","","0","1","","0","0","0","0","0","NTD","1","0","","","","","","","","","0","0","","","","","","","","","","","0","","110303123445"
